YEAR,State,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JF,MAM,JJAS,OND
1965,Madhya Pradesh,9.399999999999999,1.6,16.900000000000002,14.5,1.2,99.6,476.70000000000005,327.5,308.2,17.1,1.1,18.7,1292.5,10.9,32.6,1212,37
1966,Madhya Pradesh,17.2,4.7,4.1,0.7999999999999999,10.399999999999999,279.9,521.1,462.6,155,2.8000000000000003,57.8,12.9,1529.1,21.9,15.2,1418.5,73.5
1967,Madhya Pradesh,0.2,0,85.19999999999999,3.6,3,244.4,620,735,484.2,8.1,1.2000000000000002,168.5,2353.4,0.2,91.8,2083.7,177.8
1968,Madhya Pradesh,44.900000000000006,14.1,18.5,4.7,1.4,136.3,759.9000000000001,573.2,245.6,34.5,0,1.9,1834.8000000000002,59,24.5,1714.8,36.5
1969,Madhya Pradesh,14,3,1.1,0.8999999999999999,10.5,89.6,946.8,788.7,424.8,0,79,0.3,2359.1,17.2,12.7,2250,79.30000000000001
1970,Madhya Pradesh,80.5,41.5,44.599999999999994,1.9,24.7,452.6,455,827.8,516.4,10.4,0,0,2455.4,122,71.1,2251.9,10.4
1971,Madhya Pradesh,40,10.3,12.6,16.4,47.7,540.5,954.8,506.6,368.79999999999995,156.5,0.2,0,2654.4,50.199999999999996,76.8,2370.7,156.7
1972,Madhya Pradesh,0.5,14.100000000000001,0.2,2.4,2.1,146.1,369.2,977,215.20000000000002,29.299999999999997,45,7.300000000000001,1808.6,14.7,4.800000000000001,1707.6,81.6
1973,Madhya Pradesh,1.1,34.5,0.1,1.3,3.7,128.8,993.5,909,461.8,107.9,0.2,17.4,2659.2,35.6,5.199999999999999,2493,125.4
1974,Madhya Pradesh,0.4,7.3999999999999995,1.6,0.7999999999999999,18.8,139.6,592.7,792.9,120.3,165.3,5.8999999999999995,2.1,1847.7,7.8,21.299999999999997,1645.4,173.2
1975,Madhya Pradesh,13,14.700000000000001,13.7,0.30000000000000004,4.8,326.6,637.2,926.2,417.1,145,0.1,0.3,2499.1,27.700000000000003,18.8,2307.1,145.4
1976,Madhya Pradesh,20.8,3.0999999999999996,9,18.4,19.1,243.60000000000002,631.9000000000001,717.1,356.8,1.5,59.099999999999994,2.9,2083.3,23.9,46.5,1949.3,63.6
1977,Madhya Pradesh,12.8,9.899999999999999,9.5,10.4,18,433.1,605.5,736.6,356.70000000000005,74.2,101.8,6.5,2374.9,22.7,37.9,2131.8,182.6
1978,Madhya Pradesh,25.8,89.3,36,9,0.2,347.1,656.9,838,277.5,15.399999999999999,36.2,64.3,2395.8999999999996,115.1,45.3,2119.6,116.1
1979,Madhya Pradesh,68.8,80.6,11,0.6000000000000001,20.5,209,439.5,486.7,99.4,12.1,159,4.3,1591.6999999999998,149.5,32.3,1234.6,175.39999999999998
1980,Madhya Pradesh,9.9,4.7,4.5,0.8,2.2,504.5,558.8,862.4000000000001,225.2,5.8,2.1,62.199999999999996,2243.1,14.6,7.5,2150.9,70
1981,Madhya Pradesh,17.9,1.5,34.4,2.2,25.5,270.1,607.5999999999999,567.4,316.3,24.6,24.6,34.2,1926.2,19.4,62,1761.1999999999998,83.6
1982,Madhya Pradesh,130.8,18.1,12.899999999999999,4.4,29.7,158.6,518.9,972.0999999999999,249.89999999999998,49.8,82.2,3.9,2231.4,149,46.9,1899.6000000000001,135.8
1983,Madhya Pradesh,15.3,13,0.30000000000000004,21.6,24.200000000000003,186.39999999999998,589.0999999999999,684.2,687.9,120.10000000000001,0,5.199999999999999,2347.4,28.299999999999997,46.099999999999994,2147.7,125.3
1984,Madhya Pradesh,68.9,43.7,0,3.5,2,154.9,367.3,1126.3,174.3,27.3,0,2,1970.1,112.6,5.3999999999999995,1822.8000000000002,29.4
1985,Madhya Pradesh,44.800000000000004,6.2,0.5,10,7.4,150.3,609.8,634.5999999999999,271.4,255,0,0,1990.1000000000001,51,18,1666.1,255
1986,Madhya Pradesh,21.2,139.5,22.3,1.5999999999999999,16.9,316.6,787.8,480.5,115.9,20.5,1.2000000000000002,42.300000000000004,1966.3000000000002,160.6,40.9,1700.6999999999998,64
1987,Madhya Pradesh,63.400000000000006,58.099999999999994,8.6,0.1,15.299999999999999,119.5,392.79999999999995,669.9,392,136.5,25,18.900000000000002,1900,121.5,23.9,1574.3,180.4
1988,Madhya Pradesh,10.6,18.200000000000003,6.8,10.7,8.8,335.1,677.3,617,254,79.4,0.4,2.3000000000000003,2020.6000000000001,28.799999999999997,26.3,1883.3,82.2
1989,Madhya Pradesh,2.6999999999999997,0.2,27.9,0.2,6.3,320.1,348.2,728.4,213.5,2,1.5,28.400000000000002,1679.4,2.9,34.4,1610.3000000000002,31.9
1990,Madhya Pradesh,1.5,40.400000000000006,3.5,3.1,61.4,476.4,599.7,669.9,589.6,60.5,2.8,15.1,2524,41.9,68.2,2335.6000000000004,78.5
1991,Madhya Pradesh,3.6,11.4,17.400000000000002,6.699999999999999,3.9000000000000004,195,664,750.3,92.4,5.1,6.699999999999999,5.7,1762.4,15,27.9,1701.9,17.6
1992,Madhya Pradesh,0.1,0.2,0.6,0.5,12.899999999999999,89.4,507.2,780.0999999999999,341.5,70.60000000000001,2.3000000000000003,0,1805.3,0.30000000000000004,14,1718.1999999999998,72.9
1993,Madhya Pradesh,0,17.2,23,1.6,8.4,219.1,590.6,525,716.4,43.8,1.4000000000000001,4.1,2150.8,17.2,33,2051.2,49.4
1994,Madhya Pradesh,24.2,16.1,0.2,15.4,2.3,485.79999999999995,903.1,897.9000000000001,337.7,27.400000000000002,3.3,0,2713.2,40.3,17.8,2624.5,30.6
1995,Madhya Pradesh,38.8,9.700000000000001,62.6,4.6,3.4000000000000004,148.2,682.0999999999999,607.4,292.29999999999995,24.8,2.1,20.9,1897,48.6,70.6,1730,47.8
1996,Madhya Pradesh,49.400000000000006,20.6,5.7,2.3,2.3,115.80000000000001,750.9,735.8,283.7,104.6,1.1,0,2072,70,10.2,1886.1,105.69999999999999
1997,Madhya Pradesh,7,0,1.2999999999999998,11.4,5,184.8,795,693.7,295.2,97.7,127.80000000000001,196.5,2415.3999999999996,7,17.700000000000003,1968.6999999999998,422
1998,Madhya Pradesh,32.2,6.3,33,7.1,3.5,177.3,576.2,531.7,473.70000000000005,59.5,39.8,0,1940.3,38.5,43.5,1759.1,99.3
1999,Madhya Pradesh,2.4,52.2,0,0,9.3,249.5,620.3,543.9,853.5,165.2,0.3,0,2496.6000000000004,54.7,9.3,2267.2,165.5
2000,Madhya Pradesh,0.2,0,0.2,0.2,37.5,260.9,698.2,344.4,143,3,0,0.2,874.2,0.1,37.8,1446.6,3.2
2001,Madhya Pradesh,4.4,0.8,3.5,29,28.799999999999997,459.1,737.5999999999999,442.8,77.9,172.2,1,0,1957.1,5.300000000000001,61.2,1717.3000000000002,173.2
2002,Madhya Pradesh,2.2,49.3,2.7,1.9,9.1,232.4,131.6,809.5,333.1,49,11.5,2,1634.3000000000002,51.6,13.7,1506.6,62.5
2003,Madhya Pradesh,1.8,80.7,2.3000000000000003,2,0.7,248.6,674.3,598.2,748.2,21.4,0.7,5.4,2384.5,82.5,5.1,2269.4,27.400000000000002
2004,Madhya Pradesh,36.6,0.4,0,2.1,8.7,291.8,421.1,791,175.60000000000002,68.9,6.3,0.8,1803.4,37,11,1679.4,76
2005,Madhya Pradesh,48.900000000000006,13.7,39.7,9.5,43.6,245.10000000000002,942.9000000000001,387.1,353.5,28.900000000000002,0,5.800000000000001,2118.6000000000004,62.599999999999994,92.8,1928.5,34.7
2006,Madhya Pradesh,0,0,94.6,17.5,40.8,130.8,672.8,830.2,272.2,26.7,20.9,6,2112.6,0,152.9,1906.1,53.599999999999994
2007,Madhya Pradesh,8.7,37.8,11.2,3.5,20.8,174.7,513.4000000000001,383.2,268.4,3.1,33.3,2.1,1460.3,46.599999999999994,35.5,1339.6,38.6
2008,Madhya Pradesh,1.7999999999999998,4.1,11.4,5,9.1,501.8,490,476,255.79999999999998,28.4,10.5,0.4,1794.3000000000002,5.9,25.5,1723.7,39.4
2009,Madhya Pradesh,20.3,1,1.9000000000000001,4,10.2,92.1,637.9000000000001,364,348.29999999999995,158.8,144.3,38.1,1820.9,21.2,16.1,1442.1999999999998,341.2
2010,Madhya Pradesh,5.1,15.8,0.9,0.7999999999999999,2.1,120.6,621.8,563.4,349.5,37.2,15.5,4.1,1736.6999999999998,20.799999999999997,3.8,1655.3,56.8
2011,Madhya Pradesh,0.6,3.5999999999999996,0.4,8.9,8.3,574,630.3,670.2,441.5,1.3,0,0,2339.1000000000004,4.2,17.6,2315.9,1.3
2012,Madhya Pradesh,45.6,0.7,0.6,2,4.3,116,838.0999999999999,692.9,366.9,14.799999999999999,3.8,2.7,2088.3,46.2,6.9,2013.9,21.3
2013,Madhya Pradesh,3.7,74.5,22.6,12.3,0.7,575.5999999999999,941.3,913.4000000000001,176.9,192.9,0.8,3.4,2918.2,78.19999999999999,35.599999999999994,2607.3,197.10000000000002
2014,Madhya Pradesh,57.7,84.1,22.4,6.5,3.9,122.4,620.8,442.8,332.2,63.4,4.9,28.700000000000003,1789.8,141.8,32.8,1518.2,97
2015,Madhya Pradesh,77.5,17.4,126.9,39.1,8.3,293.29999999999995,690.4,548.7,127.19999999999999,49.2,1.5,1.9,1981.5,94.9,174.4,1659.6,52.699999999999996
2016,Madhya Pradesh,25.4,2.3000000000000003,20,0.1,27.9,210.1,985.1,857.1,240.39999999999998,69.6,0,0,2438,27.6,48,2292.7,69.6
2017,Madhya Pradesh,9.2,8.6,3.5,0.2,18.3,239,646.6,352.79999999999995,295.4,32.3,1.1,2,1609.1,17.8,21.9,1533.8,35.5
1901,Maharashtra,55.599999999999994,40.5,38.6,62.7,37.699999999999996,237.39999999999998,511.20000000000005,562.9,207.10000000000002,103.9,4.4,0.5,1862.3,96,139,1518.6,108.7
1902,Maharashtra,9.4,0.1,0.1,11.5,13.9,140.6,481.6,319.2,320.4,90,56.6,89.6,1532.9,9.5,25.5,1261.8,236.20000000000002
1903,Maharashtra,12.8,4,0.1,5.7,115,207.5,757.3,481,297.1,175,9.6,2.2,2067.3,16.9,120.7,1742.9,186.89999999999998
1904,Maharashtra,4.7,7.1,14.6,3.2,33.5,263.5,284.8,211.3,379.9,152.8,0,1.3,1356.7,11.8,51.3,1139.5,154.10000000000002
1905,Maharashtra,7.3,13.899999999999999,12.4,18.5,37.6,146,507.3,295.3,373.90000000000003,58.9,8.5,0,1479.6,21.2,68.5,1322.6,67.4
1906,Maharashtra,23.4,4.1,11.9,0.30000000000000004,15.4,512.9000000000001,549.7,530.8,202.1,26,29.8,29.200000000000003,1935.5,27.5,27.6,1795.3,85
1907,Maharashtra,4.1,56.6,5.2,99.8,2.2,299.4,572,600.4000000000001,153.8,7.8,19.3,5.2,1825.9,60.7,107.1,1625.8,32.3
1908,Maharashtra,4.3999999999999995,15.5,18.2,12,7.3,317.1,618.2,568.3,372.5,24.1,4,3.9,1965.4,19.900000000000002,37.5,1876,32.1
1909,Maharashtra,2.5,10.1,5.5,32.9,56.4,336.7,652,277.6,306.5,38.4,3.1,95.3,1816.8,12.600000000000001,94.7,1572.6999999999998,136.8
1910,Maharashtra,0,0,1,0.1,23.1,493.70000000000005,469.4,507.29999999999995,496,127.7,91,0,2209.2,0,24,1966.4,218.8
1911,Maharashtra,20.2,0.1,4.4,0.2,14.6,354.9,343.6,445.5,206,51.1,82.8,3.8,1527.1,20.3,19.200000000000003,1349.9,137.7
1912,Maharashtra,0.6,49.699999999999996,0.2,15.1,28.099999999999998,142.5,672.1,541.9,151.7,92.9,83.3,0.8,1778.9,50.4,43.4,1508,177
1913,Maharashtra,0,25.099999999999998,4,10.200000000000001,51.2,459.7,589.1,330.9,220,61.1,0.8999999999999999,32.9,1785.1,25.099999999999998,65.4,1599.7,94.9
1914,Maharashtra,0,13.8,13.100000000000001,42.800000000000004,31.1,427.8,690,449.9,478.20000000000005,28.200000000000003,42.300000000000004,20.7,2238,13.8,87,2045.9,91.19999999999999
1915,Maharashtra,41.9,15.7,79.80000000000001,40.8,25.2,385.4,536.4,309.6,423.7,187.8,28.299999999999997,33,2107.7,57.599999999999994,145.9,1655,249.10000000000002
1916,Maharashtra,0,14.6,1.2000000000000002,7.1000000000000005,76.9,401.8,602.9000000000001,492.1,470.6,260.9,106.5,0.1,2434.7,14.6,85.2,1967.5,367.5
1917,Maharashtra,1,98.5,25.400000000000002,19.2,64.5,409.20000000000005,470.70000000000005,387.3,533.7,290.4,35.1,0,2335.1000000000004,99.5,109.1,1800.9,325.7
1918,Maharashtra,7.6,3.5,5.7,1.2,173.6,330,236.4,286.9,110.6,16.7,46.8,20.7,1239.4,11,180.4,963.8000000000001,84.19999999999999
1919,Maharashtra,58.8,37.5,17.1,9,58.1,499.1,479.20000000000005,403.6,335.29999999999995,143.1,47.7,3,2091.7,96.3,84.4,1717.1999999999998,193.9
1920,Maharashtra,68.2,0.5,5.3,15.899999999999999,12.8,222.5,423.70000000000005,205.8,197.1,26.5,0.3,0,1178.8,68.7,34.1,1049.1,26.8
1921,Maharashtra,21.900000000000002,0.1,0.3,11.6,1.1,389.7,584.6,417,311,58.8,23.9,0,1819.8999999999999,21.900000000000002,13,1702.3000000000002,82.60000000000001
1922,Maharashtra,52.099999999999994,4.9,0,20.5,32.5,367.79999999999995,579.9,195.9,392.4,45.900000000000006,221.39999999999998,1.7,1915,57,52.900000000000006,1536.1,269
1923,Maharashtra,2.9,8.4,63.300000000000004,12.1,12.8,52.099999999999994,692.9,327.6,429.6,17.4,0.1,3,1622.1999999999998,11.2,88.19999999999999,1502.2,20.5
1924,Maharashtra,23.400000000000002,0.5,7.2,25.9,7.8,124.1,482.1,441.2,403.1,176.60000000000002,37.2,13.399999999999999,1742.4,23.900000000000002,40.900000000000006,1450.4,227.2
1925,Maharashtra,0,0,10.4,6.9,66.9,308,445.9,422.4,172.10000000000002,55.7,102.2,12.4,1602.9,0,84.2,1348.3000000000002,170.3
1926,Maharashtra,93.8,6.3,23.8,15.299999999999999,45.599999999999994,117.7,561.2,678,257.6,46.800000000000004,9.600000000000001,2.8000000000000003,1858.1999999999998,100,84.7,1614.4,59.1
1927,Maharashtra,0.7,11,13.1,6.6,11.5,465.1,733.4,305.5,281.3,102.8,153.7,7.7,2092.6000000000004,11.7,31.299999999999997,1785.4,264.3
1928,Maharashtra,0.30000000000000004,53.400000000000006,9.600000000000001,8.2,2.5,321.1,513.9,344.79999999999995,389.1,171,3.2,31.9,1849.2,53.599999999999994,20.3,1569.2,206
1929,Maharashtra,4.8,59,2.7,48.900000000000006,7.1000000000000005,326.8,431.7,231.10000000000002,344.7,110.7,3.4,32,1602.9,63.8,58.7,1334.3,146.1
1930,Maharashtra,0,5.3,1.9,30.599999999999998,34.2,359.4,486.6,300.9,480.2,132.2,74,6.9,1912.2,5.3,66.6,1627.1,213.1
1931,Maharashtra,4,4.6,12.2,19.6,6,213,696.9000000000001,624.2,411.8,406,110.4,27.7,2536.6000000000004,8.6,37.8,1946.1,544
1932,Maharashtra,0,27.9,21.5,25.7,37.6,221.5,878.3,398,346.6,174,40.5,4,2175.6,27.9,84.8,1844.4,218.5
1933,Maharashtra,6.199999999999999,38.8,12.5,29,141.1,426.9,548.4,624.8,587.8,168.39999999999998,32.4,38.3,2654.7,45,182.7,2188,239.1
1934,Maharashtra,5.9,0,2.1999999999999997,15.8,8.3,307.29999999999995,552.1,613.2,391.20000000000005,52,128.6,0.1,2076.6,5.9,26.299999999999997,1863.8,180.7
1935,Maharashtra,17,4.6,0.7,29.7,2.4,301.4,736.7,360.3,377.1,132.8,8.1,6.199999999999999,1977,21.6,32.8,1775.3999999999999,147.2
1936,Maharashtra,18.900000000000002,66.5,25.900000000000002,8.6,51.6,546.7,399.20000000000005,414.6,350.3,79.1,221.3,3.8,2186.8,85.5,86.2,1710.9,304.20000000000005
1937,Maharashtra,0,35.1,44.4,160.4,6.2,282.29999999999995,795.5999999999999,240.79999999999998,445.9,201.8,1.7000000000000002,19.4,2233.5,35.1,211,1764.5,222.8
1938,Maharashtra,4.6,13.4,33.2,18.7,76.6,593.9,712.2,483.5,373.1,268.1,7.6,2.3,2587.2,18,128.5,2162.7,278
1939,Maharashtra,1.5,2.1,38.300000000000004,18.5,1.2000000000000002,243.7,528.0999999999999,605.3,155,75.3,33.3,1.2000000000000002,1703.8,3.8,58,1532.3,109.9
1940,Maharashtra,1.3,11.100000000000001,1.8,29.3,27.3,454,806.9,487.3,185.6,174.2,54.400000000000006,17.6,2250.7,12.4,58.3,1933.8000000000002,246.10000000000002
1941,Maharashtra,37.8,23.2,15.3,8.5,9,238.4,677.4000000000001,286.1,256.1,51,0.1,0.4,1603.1999999999998,60.900000000000006,32.8,1458,51.5
1942,Maharashtra,2.6,87.4,0.2,19.6,11.9,392.70000000000005,873,558.1,253,24.9,1.3,58.099999999999994,2283,90.1,31.9,2076.8,84.30000000000001
1943,Maharashtra,59.1,0.1,1.9,10.7,91.7,292.4,591.5,230.1,443.7,279.4,10.7,0,2011.4,59.1,104.30000000000001,1557.6,290.2
1944,Maharashtra,5.3,60.1,75.1,1.7000000000000002,24.099999999999998,228.79999999999998,892.0999999999999,598.4000000000001,355.29999999999995,182.7,30.1,0,2453.8,65.39999999999999,101,2074.5,212.8
1945,Maharashtra,18,0.4,0,34.400000000000006,8.5,272.6,668.4,508.6,406.6,67.4,6.8999999999999995,1.1,1992.8000000000002,18.3,42.9,1856.2,75.3
1946,Maharashtra,0,17.099999999999998,0.7,37.5,44,375.4,665.4,548.3,277.70000000000005,31.700000000000003,250.4,28.4,2276.6,17.099999999999998,82.3,1866.7,310.5
1947,Maharashtra,53.7,28.099999999999998,28.1,38.8,24.900000000000002,175.1,636.6,618.6,384,48.9,10.600000000000001,26.4,2074,81.7,91.8,1814.5,86
1948,Maharashtra,65.8,10.1,11.3,11.5,13.4,316.1,613.7,449.20000000000005,363.1,81,263.6,0.1,2199.1,76,36.1,1742.2,344.70000000000005
1949,Maharashtra,1.2,1.5,3,10.399999999999999,87.2,324.7,614.2,440.2,646.6,217,5.7,0.1,2352,2.8,100.69999999999999,2025.6,222.8
1950,Maharashtra,0.1,27.5,16.4,6.6000000000000005,28.799999999999997,144.1,775.2,246.6,365.1,100.6,2.5,12.700000000000001,1726.1,27.599999999999998,51.8,1530.9,115.8
1951,Maharashtra,4.699999999999999,0.6,42.4,23.9,40.6,286.9,599,454.90000000000003,194.8,210.4,20.700000000000003,0,1879.3,5.3,107,1535.6999999999998,231.2
1952,Maharashtra,0,12.5,4.2,19.700000000000003,21.4,229.2,503.9,405.6,203.1,90.30000000000001,0,1.3,1491,12.5,45.3,1341.7,91.6
1953,Maharashtra,5.1,1.1,0.1,45.9,2.2,324.5,515.9,670.0999999999999,299.8,166.8,0,0,2031.4,6.2,48.1,1810.3,166.8
1954,Maharashtra,2.3,1,27.4,10,16.900000000000002,290.9,713.2,420.5,551.3,34.7,0.9,16.3,2085.5,3.2,54.3,1976,52
1955,Maharashtra,18.7,0.3,9.1,19,30.8,415.6,428,626.1,463.5,328.1,10.6,0,2349.7,19,58.900000000000006,1933.2,338.70000000000005
1956,Maharashtra,2.8,2.1,1.9000000000000001,11.8,144,359.7,731,415.4,363.8,188.1,127.39999999999999,10.4,2358.3999999999996,4.9,157.7,1869.9,325.9
1957,Maharashtra,8.7,2.5,49.199999999999996,52.5,52.4,326.3,500.20000000000005,556.4,232.10000000000002,112.6,27.8,0.1,1920.7,11.1,154.1,1614.9,140.5
1958,Maharashtra,7.300000000000001,2,25.799999999999997,34.1,43.3,204.60000000000002,734.8,650.6,332.4,125.4,65.7,0.2,2226.3,9.4,103.19999999999999,1922.4,191.3
1959,Maharashtra,16,1.2,0.4,28.6,45.5,352.7,812.2,576.3,672.5999999999999,164.10000000000002,55.4,0.2,2725.2,17.2,74.5,2413.8,219.7
1960,Maharashtra,42.4,0,44,11.8,69.5,341.6,613.5,337.9,343.8,123.4,19.900000000000002,3.2,1950.9,42.4,125.4,1636.8,146.3
1961,Maharashtra,1.4000000000000001,5.8,5,15.100000000000001,125.6,316.2,784.5,536.6,431,271.3,12.9,5.9,2511.3,7.1000000000000005,145.7,2068.3,290.1
1962,Maharashtra,5.8,4.699999999999999,25.099999999999998,46,78.9,113.89999999999999,651.8,431.3,467.1,60.2,53.5,113.3,2051.6,10.5,149.89999999999998,1664.3,226.89999999999998
1963,Maharashtra,1.1,14.8,26.9,26.8,42.8,342.6,534.4000000000001,666.5999999999999,196.60000000000002,173.6,20.8,0.6,2047.6999999999998,16,96.5,1740.3,195
1964,Maharashtra,0,2,7.1,7.5,7.6,305.8,498.4,600.2,399.9,100.8,25.6,1.5,1956.4,2,22.1,1804.2,128
1965,Maharashtra,24.5,5.1000000000000005,5.2,25.7,13.9,196.5,642.7,381.3,194.39999999999998,11.3,4.6,29,1534.3000000000002,29.700000000000003,44.8,1414.9,44.9
1966,Maharashtra,18,1.6,11.9,10,112.2,168.6,702.5,300.5,340.4,19.1,117.5,38,1840.1999999999998,19.599999999999998,134.1,1511.8000000000002,174.7
1967,Maharashtra,0.5,0.1,54.7,20.700000000000003,9.4,315,774.2,383.8,248.29999999999998,51.1,3.2,180.4,2041.4,0.6,84.8,1721.3,234.60000000000002
1968,Maharashtra,16.2,27.5,46,26.6,3.2,200.2,530.3,423.8,365.1,83.6,19.8,4.6,1746.9,43.7,75.9,1519.3000000000002,108
1969,Maharashtra,1.7,0,2,9.8,13.6,238.7,678.1,448.3,515.5,25.5,41.7,2.2,1977,1.7,25.6,1880.6,69.30000000000001
1970,Maharashtra,16.9,1,18.900000000000002,22.099999999999998,56.6,499.5,411.1,690.5,384.6,80.5,0,0,2182,18,97.6,1985.8999999999999,80.5
1971,Maharashtra,3.7,12.8,21.3,16.2,70,349.2,249.2,463.2,305.1,164.9,0,0,1655.6,16.5,107.4,1366.7,164.9
1972,Maharashtra,0,1.3,0,7.8,17.2,230.20000000000002,392.79999999999995,380.1,148.8,28.2,50.1,4.3,1260.6999999999998,1.3,24.9,1151.8,82.5
1973,Maharashtra,1.7,8,2.1,5.5,11.6,199.8,740.5,590.3,309.20000000000005,268.2,5.3,0.9,2143,9.7,19.1,1839.8,274.4
1974,Maharashtra,0,4.8999999999999995,3.7,15.1,73.5,170.7,428.9,466.09999999999997,269.6,314.6,5.5,0,1752.6,4.8999999999999995,92.39999999999999,1335.3000000000002,320.1
1975,Maharashtra,3.9,23.5,7.1,2.1,21.8,429.9,549.3,539.2,531.7,251.10000000000002,5.1,0,2364.8,27.5,30.9,2050.3,256.1
1976,Maharashtra,2.2,0.1,10.7,14.9,7.8999999999999995,374.40000000000003,701.6,501.5,262.4,15.200000000000001,107.4,2.4000000000000004,2000.4,2.3000000000000003,33.4,1839.8000000000002,125
1977,Maharashtra,0,2.2,10.8,18.8,46.3,378.7,546.4,491.20000000000005,226.29999999999998,102.2,183.3,8.9,2015.2,2.3000000000000003,75.9,1642.6,294.5
1978,Maharashtra,14,35.2,23.200000000000003,32.3,35,402.2,578.9,641.8,170.3,73.4,84.2,42.6,2133,49.1,90.4,1793.1000000000001,200.3
1979,Maharashtra,33.9,61.5,7,1.5,20,375.29999999999995,412.7,622.2,393.20000000000005,52.3,123.30000000000001,11.1,2114,95.39999999999999,28.4,1803.4,186.7
1980,Maharashtra,15.3,3.2,2.5,19,9.1,532.8,443.70000000000005,648.4000000000001,220.60000000000002,16.7,30.2,40.5,1982.1,18.6,30.400000000000002,1845.6,87.5
1981,Maharashtra,30.7,0.9,29.099999999999998,10.4,20.3,309,551.4,541.2,548.2,74.4,12.8,20,2148.3999999999996,31.7,59.8,1949.8000000000002,107.2
1982,Maharashtra,47.800000000000004,10.799999999999999,6.2,11.5,49.099999999999994,215.2,444.09999999999997,393.4,263.7,104.4,61.9,0,1608,58.599999999999994,66.8,1316.4,166.3
1983,Maharashtra,1.7000000000000002,8.8,1.9,1.5,9.5,281.7,546,636.0999999999999,552.8,101.6,2.5,15,2159.2,10.4,13,2016.5,119.1
1984,Maharashtra,27.5,29.8,4.1000000000000005,7.8,1,215.2,519.4000000000001,411,181.89999999999998,185.7,4.7,2.3,1590.5,57.3,12.8,1327.6,192.7
1985,Maharashtra,25.1,1.3,3.3,16.4,22,315.5,461.2,327,125.4,227.7,5.4,2.6,1533,26.5,41.8,1229.1,235.7
1986,Maharashtra,13.299999999999999,43.2,6.7,6.6,15.1,433.6,479.5,540.1,162.2,21.6,36.599999999999994,42.9,1801.1,56.5,28.3,1615.3,101
1987,Maharashtra,26,10,10,4.7,46.400000000000006,247.3,371.4,510.6,101.2,170.89999999999998,93.4,38.2,1630.2,36,61.2,1230.5,302.5
1988,Maharashtra,0.7,8,3.9,31.3,11.8,297.8,799.1,452.3,554.9,113.9,6.199999999999999,5.2,2285.3,8.7,47.1,2104.1,125.39999999999999
1989,Maharashtra,0,0,39.900000000000006,3.4,13.8,390,512.5,482.20000000000005,299.6,38.099999999999994,3,31.8,1814.3000000000002,0,57,1684.2,72.9
1990,Maharashtra,6.1,7,8.6,4.1,149.5,453.7,553.6,801.9000000000001,216.4,298.6,18.8,9,2527.5,13.2,162.3,2025.7,326.5
1991,Maharashtra,6.3,1.7000000000000002,4.8999999999999995,16.9,22.2,462.70000000000005,666.1,399.3,90.3,30.6,16.8,1.6,1719.2,8.1,44,1618.3,48.9
1992,Maharashtra,0.2,0.5,0.4,5,10.8,314.8,431.9,814.1,248.2,91.5,22.5,0,1939.8999999999999,0.6,16.3,1809,113.9
1993,Maharashtra,0.5,3.7,20.9,8.5,16.5,293.4,654.8,384.4,333.9,270.5,11.2,44.699999999999996,2042.8,4.199999999999999,45.8,1666.6,326.2
1994,Maharashtra,13.1,9.9,0.7,31.4,26,481.79999999999995,841.0999999999999,531.7,344.3,149.5,18.8,0.4,2448.6,23,58.1,2198.9,168.8
1995,Maharashtra,69.8,5.7,50.8,15.5,32,219.7,588.9,248.60000000000002,395.6,222,5,0.3,1853.9,75.7,98.1,1452.8000000000002,227.3
1996,Maharashtra,2.3000000000000003,3.7,3.7,13.4,6.4,226.70000000000002,547,445.20000000000005,311.20000000000005,263.5,6.699999999999999,0.4,1830.2,6,23.5,1530.1,270.6
1997,Maharashtra,19.6,0,4.9,33.7,14.9,288.2,488.3,561.3,237.39999999999998,135.10000000000002,138.7,118.1,2040.1999999999998,19.6,53.6,1575.3,391.7
1998,Maharashtra,13,14.7,16.8,10.8,29,274.6,538.1,460.6,504.6,216.4,84.30000000000001,0,2162.8,27.599999999999998,56.5,1777.9,300.79999999999995
1999,Maharashtra,0.2,27.599999999999998,0.2,0.1,72.5,454.1,496.5,379.5,417,283.1,0,0,2130.8,27.8,72.8,1747,283.2
2000,Maharashtra,0.5,17.5,0.30000000000000004,1.8,47.3,408.9,670.8,445.79999999999995,141,67.5,2.7,2.6,1806.8000000000002,17.9,49.5,1666.4,72.8
2001,Maharashtra,13.3,0.1,15.5,23,16.3,496.5,381.3,520.7,174.70000000000002,254.7,10.4,0.5,1907.1999999999998,13.4,54.9,1573.1999999999998,265.8
2002,Maharashtra,4.1,7.1,2.1,15.9,22.6,553,183.7,574,224.39999999999998,71.5,7.800000000000001,0.1,1666.1,11.2,40.4,1535,79.4
2003,Maharashtra,0.8,6.6000000000000005,5.1,8.4,18.1,351,609.7,459.29999999999995,254.2,72.1,4.3,1.4000000000000001,1791.2,7.4,31.6,1674.3000000000002,77.80000000000001
2004,Maharashtra,10.4,5.6,0.6,8.2,61.2,353.8,391.9,577.2,267.5,69.8,14.9,0.30000000000000004,1761.4,16,70,1590.5,85
2005,Maharashtra,78.5,7.4,8.8,13,10.4,384.9,754.4,505.3,523.2,149.9,0,0.2,2435.8999999999996,85.8,32.2,2167.9,150.10000000000002
